GPS time,iTOW,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel
2022:121677.700,121677.7,0.34,-0.1,-0.15,0.36,-0.34,10.34
,121677.9,0.43,-0.23,-0.16,0.37,-0.37,10.35
,121678.1,0.49,-0.22,-0.18,0.38,-0.38,10.36
,121678.3,0.48,-0.36,-0.37,0.37,-0.37,10.36
2022:121678.500,121678.5,0.43,-0.63,-0.21,0.39,-0.35,10.36
2022:121678.700,121678.7,0.24,-0.37,-0.03,0.36,-0.32,10.35
2022:121678.900,121678.9,,,,,,
,121679.1,0.33,-0.38,-0.24,0.37,-0.31,10.33
2022:121679.300,121679.3,0.38,-0.37,-0.29,0.36,-0.2,10.38
,121679.5,0.44,-0.48,-0.34,0.34,-0.27,10.34
,121679.7,0.38,-0.16,-0.32,0.36,-0.25,10.33
2022:121679.900,121679.9,0.27,-0.17,-0.26,0.32,-0.23,10.34
2022:121680.100,121680.1,0.38,-0.1,-0.17,0.38,-0.33,10.36
,121680.3,0.33,0.14,-0.08,0.34,-0.33,10.36
2022:121680.500,121680.5,0.39,-0.48,-0.22,0.37,-0.33,10.34
,121680.7,0.53,-0.27,-0.24,0.39,-0.38,10.25
2022:121680.900,121680.9,0.72,-0.26,-0.44,0.39,-0.38,10.39
2022:121681.100,121681.1,0.29,-0.68,-0.31,0.37,-0.35,10.43
2022:121681.300,121681.3,0.48,-0.39,-0.17,0.39,-0.34,10.27
2022:121681.500,121681.5,0.56,-0.57,-0.46,0.39,-0.31,10.38
2022:121681.700,121681.7,0.28,-0.38,-0.24,0.36,-0.25,10.35
2022:121681.900,121681.9,0.38,-0.51,-0.26,0.38,-0.19,10.38
,121682.1,0.45,-0.35,-0.33,0.36,-0.32,10.31
2022:121682.300,121682.3,0.25,-0.11,-0.28,0.36,-0.17,10.38
2022:121682.500,121682.5,0.35,-0.27,-0.19,0.34,-0.26,10.35
2022:121682.700,121682.7,0.28,0,-0.17,0.35,-0.29,10.35
2022:121682.900,121682.9,0.43,-0.07,-0.25,0.35,-0.29,10.32
2022:121683.100,121683.1,,,,,,
,121683.3,0.45,-0.22,-0.21,0.37,-0.38,10.33
2022:121683.500,121683.5,0.45,-0.41,-0.29,0.36,-0.34,10.38
,121683.7,0.43,-0.54,-0.29,0.37,-0.38,10.37
2022:121683.900,121683.9,0.2,-0.37,-0.08,0.39,-0.33,10.33
,121684.1,0.45,-0.72,-0.31,0.37,-0.28,10.4
2022:121684.300,121684.3,,,,,,
,121684.5,0.38,-0.44,-0.33,0.38,-0.24,10.38
2022:121684.700,121684.7,0.47,-0.54,-0.41,0.36,-0.27,10.36
2022:121684.900,121684.9,0.3,-0.08,-0.2,0.34,-0.26,10.31
2022:121685.100,121685.1,,,,,,
,121685.3,0.36,-0.41,-0.29,0.38,-0.28,10.4
2022:121685.500,121685.5,0.23,0.06,-0.08,0.34,-0.31,10.3
2022:121685.700,121685.7,0.32,-0.1,-0.12,0.36,-0.28,10.39
,121685.9,0.38,-0.19,-0.17,0.35,-0.37,10.32
2022:121686.100,121686.1,0.42,-0.4,-0.28,0.37,-0.35,10.35
2022:121686.300,121686.3,0.46,-0.5,-0.28,0.37,-0.38,10.37
,121686.5,0.4,-0.47,-0.25,0.38,-0.36,10.39
2022:121686.700,121686.7,0.39,-0.59,-0.21,0.38,-0.3,10.37
2022:121686.900,121686.9,,,,,,
,121687.1,0.43,-0.58,-0.35,0.39,-0.26,10.37
2022:121687.300,121687.3,0.45,-0.41,-0.4,0.36,-0.25,10.38
2022:121687.500,121687.5,0.32,-0.3,-0.27,0.38,-0.24,10.35
,121687.7,0.39,-0.36,-0.33,0.37,-0.26,10.36
2022:121688.100,121688.1,0.39,-0.05,-0.33,0.33,-0.3,10.33
2022:121688.300,121688.3,0.37,-0.48,-0.2,0.36,-0.3,10.35
2022:121688.700,121688.7,0.37,-0.24,-0.16,0.37,-0.37,10.33
2022:121688.900,121688.9,0.42,-0.39,-0.22,0.37,-0.38,10.35
2022:121689.300,121689.3,0.42,-0.42,-0.19,0.38,-0.39,10.37
2022:121689.500,121689.5,0.82,-0.64,-0.72,0.63,-0.35,10.28
2022:121689.700,121689.7,-0.32,-0.54,-0.3,0.64,-0.22,10.27
2022:121690.100,121690.1,-0.53,-0.37,-0.06,0.62,-0.24,10.32
,121690.3,-0.62,-0.62,-0.44,0.61,-0.28,10.37
,121690.5,-1.02,-0.58,-0.23,0.55,-0.28,10.36
2022:121690.700,121690.7,-1.26,-0.45,-0.08,0.29,-0.31,10.4
,121691.1,-1.13,-0.7,-0.25,0.19,-0.43,10.4
,121691.3,-0.9,-0.48,-0.24,0.15,-0.43,10.35
2022:121691.500,121691.5,-0.67,-0.59,-0.27,0.04,-0.42,10.41
,121691.7,-0.38,-0.38,-0.17,0.02,-0.44,10.43
2022:121691.900,121691.9,0.01,-0.38,-0.12,-0.03,-0.46,10.36
2022:121692.100,121692.1,,,,,,
2022:121692.300,121692.3,0.77,-0.28,-0.23,0.09,-0.44,10.4
2022:121692.500,121692.5,,,,,,
2022:121692.900,121692.9,1.95,-0.21,-0.18,-0.03,-0.46,10.4
2022:121693.100,121693.1,2.56,-0.12,-0.2,0.01,-0.49,10.4
2022:121693.300,121693.3,,,,,,
2022:121693.500,121693.5,4.44,0.27,-0.28,-0.04,-0.49,10.42
2022:121693.900,121693.9,4.77,0.63,-0.02,-0.03,-0.43,10.39
2022:121694.100,121694.1,5.14,0.36,-0.03,,,
2022:121694.300,121694.3,5.28,0.36,-0.17,-0.1,-0.37,10.47
2022:121694.500,121694.5,5.33,0.26,0.1,-0.12,-0.44,10.4
2022:121694.700,121694.7,5.71,0.24,-0.17,-0.23,-0.4,10.33
2022:121694.900,121694.9,5.95,0.57,0.04,-0.18,-0.4,10.31
2022:121695.300,121695.3,,,,,,
2022:121695.700,121695.7,5.59,0.85,-0.24,-0.22,-0.31,10.47
2022:121695.900,121695.9,4.78,0.39,0.13,-0.3,0.03,10.49
2022:121696.100,121696.1,4.3,0.24,0.53,-0.31,-0.24,10.37
2022:121696.300,121696.3,3.09,0.58,-0.42,-0.29,-0.04,10.39
,121696.5,2.26,0.74,-0.15,-0.22,0.02,10.39
2022:121696.700,121696.7,1.58,-0.36,-0.4,-0.34,0.16,10.48
,121696.9,-0.34,1.12,0.2,-0.38,0.09,10.18
2022:121697.100,121697.1,-1.77,0.52,0.01,-0.34,0.4,10.6
,121697.3,-3.4,0.31,-0.11,-0.42,0.63,10.15
2022:121697.500,121697.5,-4.38,-1.13,-1.95,-0.06,0.31,10.67
2022:121697.700,121697.7,-5.53,0.98,0.16,-0.37,0.47,9.94
2022:121697.900,121697.9,-6.99,-0.61,-0.98,-0.18,0.51,10.12
2022:121698.300,121698.3,-8.39,-0.54,-0.99,-0.03,0.73,10.67
2022:121698.500,121698.5,-8.37,-0.98,0.1,-0.12,0.62,10.01
2022:121698.700,121698.7,-8.21,-1.94,-1.15,0.09,0.47,11.01
,121698.9,-8.98,-1.05,-0.28,-0.01,0.91,10.91
2022:121699.300,121699.3,,,,,,
,121699.5,-9.05,-0.61,-0.45,-0.12,0.73,10.25
2022:121699.700,121699.7,-9.53,-1.61,-2.06,,,
,121699.9,-10.29,0.86,0.24,-0.2,0.81,10.12
2022:121700.100,121700.1,-10.19,-1.16,-1.58,-0.19,0.99,10.43
2022:121700.300,121700.3,-9.8,-1.29,-1.41,-0.07,0.62,10.46
2022:121700.500,121700.5,-9.52,-1.14,-0.44,-0.06,0.7,10.26
,121700.7,-8.25,-1.18,-1.82,-0.07,0.61,10.17
2022:121700.900,121700.9,-8.04,-1.96,-0.5,-0.15,0.72,10.45
2022:121701.100,121701.1,-7.78,-2.65,-0.99,-0.16,0.51,10.27
2022:121701.300,121701.3,-7.51,-1.74,-0.61,-0.02,0.57,10.26
2022:121701.500,121701.5,-7.1,-1.92,-1.17,0,0.51,10.23
2022:121701.700,121701.7,-6.62,-1.58,-0.41,0.03,0.44,10.39
,121701.9,-5.69,-2.47,-1.81,0.07,0.15,9.96
2022:121702.100,121702.1,-5.73,-0.6,-0.73,0.22,0.24,10.37
2022:121702.300,121702.3,-5.03,-2.55,-1.89,-0.01,0.37,10.24
2022:121702.500,121702.5,-4.25,-1.36,-0.79,0.18,0.07,10.07
2022:121702.700,121702.7,,,,,,
,121702.9,-4.07,-1.7,-1.45,0.25,0.26,10.37
2022:121703.100,121703.1,,,,,,
,121703.3,-4.91,-0.32,-1.65,0.17,0.29,10.43
2022:121703.500,121703.5,-4.36,-0.54,0.49,0.59,0.32,10.65
2022:121703.700,121703.7,,,,,,
,121703.9,-3.7,-0.54,0.96,0.6,0.06,10.15
2022:121704.100,121704.1,-2.34,-1.33,-0.72,0.69,-0.14,10.69
2022:121704.300,121704.3,-1.32,-0.78,-0.47,0.73,-0.24,10.06
,121704.5,,,,,,
,121704.7,0.4,-1.15,-0.65,0.74,-0.45,10.35
,121704.9,0.59,-0.31,0.58,0.71,-0.36,10.16
2022:121705.100,121705.1,0.63,-0.44,-0.3,0.8,-0.33,10.5
2022:121705.300,121705.3,,,,,,
,121705.5,,,,,,
,121705.7,0.59,-0.61,-0.44,0.64,-0.22,10.36
2022:121705.900,121705.9,1.4,-0.17,-0.48,0.99,-0.38,10.49
,121706.1,0.93,0.2,0.32,0.8,-0.38,10.28
2022:121706.300,121706.3,1.11,0.31,0.34,0.72,-0.25,10.34
2022:121706.700,121706.7,0.82,0.95,0.11,0.58,-0.17,10.3
,121706.9,0.05,-0.04,0.08,0.53,0.07,10.18
2022:121707.100,121707.1,-0.96,0.97,-0.53,0.61,0,10.5
2022:121707.300,121707.3,-1.9,1.07,-0.03,0.4,0.37,10.16
,121707.5,-1.74,-0.12,0.12,0.61,0.21,10.58
2022:121707.700,121707.7,-2.58,0.49,0.75,0.35,0.29,10.22
2022:121707.900,121707.9,-2.27,-0.58,0.15,0.5,0.37,10.68
,121708.1,,,,,,
2022:121708.300,121708.3,-2.1,-0.78,-0.75,0.52,0.33,10.79
2022:121708.500,121708.5,-2.41,0.3,1.86,0.38,0.18,9.98
2022:121708.700,121708.7,-2.01,-0.33,-1.17,0.24,0.24,10.54
2022:121708.900,121708.9,-1.89,-0.43,1.07,0.66,0.19,10.76
,121709.1,-0.85,-1.59,-0.8,0.22,-0.08,10.31
2022:121709.300,121709.3,0.05,-0.69,0.48,0.68,-0.04,10.56
,121709.5,1.07,-0.96,-0.57,0.3,-0.19,10.3
,121709.7,1.89,-0.85,0.15,0.61,-0.31,10.54
2022:121709.900,121709.9,1.88,-1.17,-0.02,0.38,-0.26,10.39
2022:121710.100,121710.1,,,,,,
,121710.3,3.69,-0.73,-0.05,0.4,-0.63,10.28
2022:121710.500,121710.5,3.86,-0.84,0.48,0.5,-0.42,10.72
,121710.7,3.9,-1.09,0.27,0.13,-0.51,9.89
2022:121710.900,121710.9,4.76,-0.73,-0.34,0.36,-0.66,10.42
2022:121711.100,121711.1,4.47,-1.26,-0.07,0.34,-0.68,10.34
2022:121711.300,121711.3,,,,,,
2022:121711.500,121711.5,5.57,-0.59,-0.64,0.37,-0.85,10.14
2022:121711.700,121711.7,5.18,0.36,0.5,0.52,-0.77,10.71
,121711.9,4.65,0.25,-0.26,0.24,-0.64,10.41
2022:121712.100,121712.1,4.51,0.2,0.02,0.27,-0.58,10.65
,121712.3,2.85,-0.48,-0.02,0.28,-0.37,10.81
2022:121712.700,121712.7,2.35,-0.87,0.3,0.24,-0.43,10.24
2022:121712.900,121712.9,,,,,,
,121713.1,3.88,-3.34,-2.4,0.14,0.02,10.92
,121713.3,3.72,-0.63,1.13,0.34,-0.43,10.92
2022:121713.500,121713.5,2.34,1.61,-7.25,0.1,-0.65,9.66
2022:121713.700,121713.7,3.87,-1.28,2.43,0.41,-0.4,10.78
2022:121713.900,121713.9,3.62,-1.1,0.71,0.19,-0.79,10.21
,121714.3,3.57,-0.28,-0.56,-0.12,-0.96,10.44
2022:121714.500,121714.5,4.07,-0.27,-0.08,0,-0.96,10.37
2022:121714.700,121714.7,3.69,0.46,0.22,-0.07,-0.94,10.52
2022:121714.900,121714.9,4.96,-1.07,-1.03,-0.05,-1.1,10.44
2022:121715.100,121715.1,4.25,0.35,0.25,-0.04,-1.08,10.5
,121715.3,5.18,0.23,0.56,0.2,-1.09,10.6
2022:121715.700,121715.7,5.26,0.7,-0.22,-0.08,-1.1,10.04
2022:121715.900,121715.9,5.63,-0.22,-0.38,0.68,-1.01,10.81
2022:121716.100,121716.1,5.52,1.14,0,0.27,-1.12,10.13
2022:121716.300,121716.3,6.68,-0.83,-0.92,0.07,-1.02,10.05
2022:121716.500,121716.5,6.76,-0.47,-1.08,0.35,-1.28,10.48
,121716.7,5.82,0.69,-0.82,0.19,-1.04,10.11
2022:121716.900,121716.9,6.41,0.09,-0.03,-0.02,-1.08,10.22
2022:121717.100,121717.1,5.14,0.14,-0.26,-0.01,-0.82,10
2022:121717.500,121717.5,5.7,-0.29,-0.49,0.11,-0.92,10.76
2022:121717.700,121717.7,5.25,0.86,0.61,0.14,-0.83,10.02
,121718.1,5.44,-1.43,-1.84,0.23,-0.8,10.71
2022:121718.300,121718.3,4.6,1.28,-0.84,0.3,-0.91,10.1
2022:121718.500,121718.5,4.73,-0.19,0.11,0.2,-0.86,10.42
,121719.1,4.7,0.08,0.47,0.3,-0.85,10.45
,121719.3,3.82,-0.68,-0.01,0.33,-0.86,10.57
2022:121719.700,121719.7,4.3,1.45,1.5,0.25,-0.73,10.23
2022:121719.900,121719.9,3.97,-0.87,-1.4,0.06,-0.69,10.32
2022:121720.100,121720.1,4,1.01,0.53,0.29,-0.8,10.39
2022:121720.300,121720.3,3.82,-1.39,0.33,0.42,-0.66,10.67
2022:121720.700,121720.7,2.15,0.34,0.86,-0.13,-0.73,9.6
2022:121720.900,121720.9,3.01,0.51,0.35,0.2,-0.5,10.9
2022:121721.100,121721.1,3.57,-0.05,1,0.02,-0.73,10.16
2022:121721.300,121721.3,2.93,-0.29,0.9,0.23,-0.56,10.57
2022:121721.500,121721.5,,,,,,
,121721.7,,,,,,
2022:121721.900,121721.9,2.97,0.18,-0.61,0.09,-0.77,10.17
2022:121722.100,121722.1,2.65,0.04,1.06,0.15,-0.59,10.35
2022:121722.300,121722.3,2.07,2.89,0.46,-0.07,-0.49,10.52
2022:121722.500,121722.5,5.4,1.62,-3.36,-0.1,-1.01,9.73
2022:121722.700,121722.7,3.29,-0.72,1.6,0.25,-0.54,11.1
2022:121722.900,121722.9,3.98,-0.09,-3.77,0.26,-1.1,9.38
,121723.1,1.24,-3.09,3.72,-0.48,-0.47,11.15
2022:121723.300,121723.3,2.9,-1.65,-3.03,0.03,-0.69,10.23
,121723.5,1.38,-0.5,-1.31,-0.37,-0.51,9.95
,121723.9,0.44,0.45,1.11,0.03,-0.37,10.79
2022:121724.100,121724.1,0.27,-1.73,-0.87,-0.31,-0.42,10.24
,121724.3,-0.45,-0.36,0.77,-0.07,-0.25,10.52
2022:121724.500,121724.5,-0.5,-0.13,-0.21,-0.11,-0.33,10.4
2022:121724.900,121724.9,,,,,,
2022:121725.100,121725.1,0.24,-1.03,-1.07,-0.2,-0.52,10.61
,121725.5,0.56,0.53,1.04,-0.18,-0.62,10.05
2022:121725.700,121725.7,1.24,-0.38,-0.55,-0.12,-0.73,10.79
2022:121725.900,121725.9,,,,,,
,121726.1,2.34,-0.64,-0.27,-0.1,-0.74,10.71
2022:121726.300,121726.3,2.24,-0.44,-0.34,-0.09,-0.92,10.07
2022:121726.500,121726.5,2.14,0.34,0.23,-0.31,-0.63,10.12
,121726.7,2.92,-1.83,-1.3,-0.07,-0.94,10.87
,121726.9,2.63,0.32,-1.27,-0.02,-0.97,10.3
2022:121727.100,121727.1,3.22,0.21,0.18,-0.06,-1.03,10.39
2022:121727.300,121727.3,3.7,0.75,0.56,-0.2,-0.9,10.17
2022:121727.500,121727.5,3.43,0.2,-1.15,-0.11,-1.02,10.53
,121727.7,3.47,0.42,0.15,-0.14,-0.87,9.97
2022:121727.900,121727.9,3.32,0.72,-0.64,-0.11,-0.8,10.5
2022:121728.100,121728.1,4.65,0.58,-1.06,-0.01,-0.98,10.2
2022:121728.300,121728.3,2.94,2.41,0.25,-0.15,-0.78,10.07
,121728.5,4.65,-1.74,-2.53,-0.01,-0.78,10.72
,121728.7,3.16,3.03,0.48,0.05,-0.77,10.32
,121728.9,4.33,0.05,-0.08,-0.16,-0.56,10.56
2022:121729.100,121729.1,4.67,0.48,-0.65,-0.18,-0.58,10.17
2022:121729.300,121729.3,3.41,0.15,-1.97,0.06,-0.68,10.94
2022:121729.500,121729.5,3.73,1.08,-0.31,-0.1,-0.46,9.58
2022:121729.700,121729.7,3.67,-1.2,-0.55,0.01,-0.5,10.78
,121729.9,3.78,-0.97,-0.94,-0.09,-0.62,9.72
2022:121730.100,121730.1,2.57,0.08,0.29,-0.02,-0.47,10.79
2022:121730.300,121730.3,3.53,-1.25,-1.98,0,-0.59,10.31
2022:121730.500,121730.5,3.11,0.28,0.24,0.09,-0.52,10.3
2022:121730.700,121730.7,2.54,-0.61,-1.2,-0.13,-0.37,10.33
2022:121730.900,121730.9,2.76,0.28,1.22,0.21,-0.35,10.81
2022:121731.100,121731.1,1.08,-0.89,-1.44,-0.24,-0.24,10.17
,121731.3,1.79,-1.16,0.28,0.32,-0.45,10.89
2022:121731.500,121731.5,0.61,0.24,1.19,0.04,-0.26,10.02
,121731.7,1.36,-0.12,2.39,0.09,-0.38,11.01
,121731.9,1.16,-1.67,-1.84,-0.32,-0.27,9.38
2022:121732.100,121732.1,1.59,-0.79,-2.64,0.82,-0.41,11.43
2022:121732.300,121732.3,0.26,0.74,2.09,0.27,-0.28,9.39
,121732.5,1.39,-3.98,1.08,-0.13,-0.44,11.45
2022:121732.700,121732.7,1.04,-0.67,-0.65,-0.03,-0.62,9.84
,121732.9,0.77,-0.69,-0.23,0.03,-0.39,10.55
,121733.1,1.22,1.52,0.53,0.06,-0.39,10.39
2022:121733.300,121733.3,0.96,-1.14,0.26,0.03,-0.4,10.27
,121733.5,0.07,0.43,0.75,-0.1,-0.44,10.64
,121733.7,-0.04,-0.19,-1.1,-0.02,-0.3,10.44
2022:121733.900,121733.9,0.61,0.12,0.91,-0.05,-0.29,10.34
,121734.1,-0.27,-0.42,-1.29,0.05,-0.31,10.54
2022:121734.300,121734.3,0.37,-0.4,0.66,-0.03,-0.14,10.27
2022:121734.500,121734.5,-0.37,-0.1,1.1,0.07,-0.07,10.75
,121734.7,0.36,-1.11,-0.57,-0.11,-0.36,10.21
2022:121734.900,121734.9,0.17,0.47,0.83,-0.04,-0.2,10.46
2022:121735.100,121735.1,0.58,-0.6,0.18,-0.01,-0.36,10.65
,121735.3,0.58,-0.94,-1.33,-0.05,-0.16,10.66
2022:121735.500,121735.5,0.4,0.22,0.1,0.08,-0.13,10.56
2022:121735.700,121735.7,-0.02,-1.9,0.02,-0.12,-0.52,10.01
,121735.9,-0.9,1.34,0.5,-0.09,-0.27,10.65
2022:121736.100,121736.1,-0.2,-0.97,-0.85,-0.09,-0.22,10.52
2022:121736.300,121736.3,-0.05,0.91,0.81,-0.1,-0.23,9.95
2022:121736.500,121736.5,0.12,-0.26,-0.83,-0.11,-0.23,9.87
2022:121736.900,121736.9,0.01,-2.15,-1.75,-0.21,-0.31,9.93
,121737.3,-0.15,0.92,-0.71,0.23,-0.26,10.69
2022:121737.500,121737.5,0.07,-1.77,-1.03,-0.11,-0.16,10.58
,121737.7,,,,,,
2022:121737.900,121738.1,0,-1.28,-0.99,-0.13,-0.34,10.63
2022:121738.100,121738.3,-0.02,-0.74,-1.14,-0.01,-0.26,10.09
2022:121738.300,121738.5,-0.14,-1.93,-0.14,0.06,-0.16,11.09
2022:121738.500,121738.7,0.03,-0.19,-1.09,-0.25,-0.42,9.63
,121738.9,-0.45,0.85,-0.5,-0.03,-0.25,10.56
,121739.1,-0.93,0.32,-0.09,0.02,-0.2,10.57
2022:121739.300,121739.3,-0.64,1.47,-0.85,-0.19,0.01,10
2022:121739.500,121739.5,-0.71,0.43,-0.31,-0.01,-0.28,10.22
,121739.9,-0.72,-0.43,-1.69,0.13,0.03,10.36
2022:121740.100,121740.1,-0.7,-1.13,-1.3,0.64,-0.09,10.58
2022:121740.500,121740.5,-1.18,-0.18,0.02,0.81,0.04,10.16
,121740.7,-1.1,-0.91,0.05,0.91,0.01,10.63
2022:121740.900,121740.9,-1.35,0.28,1.27,0.62,-0.19,10.14
,121741.1,-0.89,-1.46,-0.73,0.74,0.05,10.59
2022:121741.300,121741.3,-1.27,-0.15,-0.01,0.64,-0.2,10.39
2022:121741.500,121741.5,-0.68,-1.44,-1.4,0.84,0,10.54
,121741.9,-0.97,0.06,1.08,0.67,-0.25,10
2022:121742.100,121742.1,-0.61,-0.98,-0.93,0.84,-0.13,10.41
2022:121742.300,121742.3,0.2,-1.04,-0.21,0.83,-0.37,10.13
2022:121742.500,121742.5,1.57,-0.96,0.28,0.92,-0.47,10.58
2022:121742.900,121742.9,1.77,-0.37,-0.52,0.58,-0.68,10.14
2022:121743.100,121743.1,2.36,-0.2,-0.39,0.38,-0.55,10.38
,121743.5,3.3,0.16,0.6,0.66,-0.55,10.52
,121743.7,2.43,0.21,-0.43,0.3,-0.56,10.47
2022:121743.900,121743.9,2.59,0.64,0.27,0.34,-0.34,10.12
,121744.1,2.62,-0.76,-0.41,0.48,-0.42,10.66
2022:121744.300,121744.3,1,1.32,0.31,0.12,-0.13,9.93
2022:121744.500,121744.5,1.19,-0.6,-0.15,0.58,-0.01,10.71
,121744.7,,,,,,
,121744.9,-1.66,-0.9,-0.55,0.48,0.24,10.51
2022:121745.300,121745.3,-2.55,-1.96,0.09,0.29,0.37,10.4
,121745.5,-2.1,-2.9,0.11,0.5,0.19,11.33
2022:121745.700,121745.7,,,,,,
,121745.9,-5.79,-2.5,-0.27,0.29,0.68,10.59
,121746.1,-7.33,-3.89,-4.76,0.36,0.94,11.27
2022:121746.400,121746.4,,,,,,
,121746.6,-9.76,-1.48,1.13,-0.08,1.39,10.73
2022:121746.800,121746.8,-9.64,-2.44,-1.63,0.1,0.85,10.5
,121747,-10.61,-1.93,-0.41,0.28,1.09,10.33
2022:121747.200,121747.2,-10.98,-1.02,-0.5,0.12,0.79,9.92
2022:121747.400,121747.4,-11.14,-2.59,-2.41,0.77,0.92,10.76
2022:121747.600,121747.6,-10.79,-3.76,-3.11,0.45,0.79,10.34
2022:121748.000,121748,-10.99,-2.86,-0.48,0.67,0.74,10.01
2022:121748.200,121748.2,-11.1,-2.67,-3.62,0.85,0.3,10.7
,121748.6,-11.06,-0.64,-0.68,0.33,0.56,9.79
2022:121748.800,121748.8,-11.28,-4.34,-1.66,0.94,-0.22,10.91
,121749.2,-10.65,0.65,0.79,0.04,0.26,9.62
2022:121749.400,121749.4,-8.74,-2.05,-1.11,0.45,-0.19,10.22
,121749.6,-9.97,-0.78,-0.03,0.4,-0.26,10.59
,121749.8,,,,,,
2022:121750.000,121750,-6.66,-2.63,-1.34,0.46,-0.48,10.17
,121750.3,,,,,,
2022:121750.500,121750.5,,,,,,
2022:121750.700,121750.7,-3.81,-1.73,1.63,0.64,-0.3,10.5
2022:121750.900,121750.9,-3.34,-1.4,-0.69,0.01,-0.62,9.88
2022:121751.100,121751.1,,,,,,
2022:121751.300,121751.3,-1.72,-0.75,-0.6,0.19,-0.68,10.45
2022:121751.500,121751.5,-0.35,-1.01,-3.27,0.35,-0.68,10.01
,121751.7,1.24,-2.04,-1.85,0.49,-0.98,10.55
2022:121751.900,121751.9,0.72,-0.77,-2.15,0.11,-0.95,9.62
2022:121752.100,121752.1,,,,,,
2022:121752.300,121752.3,2.36,-1.33,-2.24,0.03,-1.14,9.87
2022:121752.500,121752.5,2.09,2.05,-3.2,0.26,-1.01,10.13
2022:121752.900,121752.9,1.21,2.2,-3.14,0.99,-0.68,9.71
2022:121753.400,121753.4,2.79,1.26,-1.91,1.09,-0.69,10.12
2022:121753.800,121753.8,1.58,-0.69,3.41,1.08,-0.95,10.14
2022:121754.200,121754.2,3.62,3.65,0.66,1.23,-1.08,9.77
2022:121754.600,121754.6,4.29,-2.81,-0.28,1.19,-0.79,10.37
2022:121754.800,121754.8,2.91,0.06,-0.65,0.93,-0.72,10.29
2022:121755.000,121755,1.19,1.38,1.65,0.83,-0.64,10.21
2022:121755.200,121755.2,2.13,0.53,0.76,0.59,-0.77,9.69
,121755.4,0.01,1.76,0.91,0.91,-0.56,9.79
2022:121755.600,121755.6,-0.25,3.17,0.96,0.91,-0.51,9.95
2022:121755.800,121755.8,0.79,-0.5,-0.47,1.03,-0.26,10.86
,121756,-1.27,2.54,2.06,0.8,-0.11,10.26
,121756.2,-1.79,-0.01,-1.54,0.83,0.04,10.38
,121756.4,-2.88,1.82,0.36,0.74,0.2,10.26
,121756.6,-2.3,-0.6,0.14,0.96,0.1,10.61
2022:121756.800,121756.8,-0.48,-1.52,-1.38,1.24,-0.19,10.3
2022:121757.000,121757,-0.1,-1.95,-0.68,1.21,-0.4,10.24
2022:121757.200,121757.2,,,,,,
,121757.4,,,,,,
,121757.6,1.58,0.01,0.16,1.13,-0.64,10.34
,121757.8,1.48,-0.13,0.11,1.06,-0.76,9.84
2022:121758.000,121758,1.82,0.1,-0.46,1.13,-0.63,10.64
2022:121758.200,121758.2,0.49,1.26,-0.46,0.82,-0.47,9.52
,121758.4,-0.55,0.67,-1.39,1.09,-0.16,10.28
,121758.6,-0.66,-0.44,-0.88,0.95,-0.03,9.84
2022:121758.800,121758.8,-0.3,-1.11,0.2,1.38,-0.12,11.16
2022:121759.000,121759,0.68,-4.49,-0.33,1.21,-0.31,10.64
2022:121759.400,121759.4,0.53,-3.19,2.26,1.35,-0.54,10.7
2022:121759.600,121759.6,,,,,,
,121759.8,-0.74,3.79,-0.65,1.26,-0.7,9.92
2022:121760.000,121760,-0.17,1.34,-1.4,1.35,-0.55,10.49
2022:121760.400,121760.4,0.39,0.97,0.98,1.67,-0.61,10.58
2022:121760.600,121760.6,0.95,-0.32,-0.91,1.97,-0.58,9.79
,121760.8,,,,,,
2022:121761.000,121761,-0.03,0.34,0.89,1.82,-0.28,9.66
,121761.2,1.42,0.36,-0.94,2.12,-0.41,10.13
2022:121761.400,121761.4,0.14,-0.74,-0.13,2.03,-0.43,10.3
2022:121761.600,121761.6,0.91,-0.28,0.78,2.02,-0.5,10.58
2022:121761.800,121761.8,-0.16,0.44,1.03,1.23,-0.3,9.55
2022:121762.000,121762,-0.59,0.31,-0.29,1.8,-0.38,11.08
,121762.2,-1.3,-0.11,0.72,1.46,-0.08,10.24
,121762.4,-1.16,0.99,-0.38,1.54,-0.2,10
2022:121762.600,121762.6,-2,0.03,0.58,1.35,0.19,10.34
2022:121762.800,121762.8,-1.97,0.33,-0.46,1.53,-0.04,10.12
2022:121763.000,121763,-2.07,-0.04,0.63,1.66,0.26,10.61
,121763.2,-3.32,-0.72,-0.32,1.48,0.24,9.74
,121763.4,-3.49,0.74,-0.6,1.67,0.4,10.42
2022:121763.600,121763.6,-4.34,-1.48,-0.13,1.58,0.55,10.45
2022:121763.800,121763.8,-3.89,-1.49,-0.37,1.76,0.61,10.21
2022:121764.000,121764,-4.7,0,0.82,1.56,0.74,10.05
2022:121764.200,121764.2,-3.53,-3.4,-2.23,1.76,0.6,10.41
2022:121764.400,121764.4,-3.93,-0.64,-0.44,1.91,0.41,10.3
,121764.6,-3.98,-2.12,-0.7,1.74,0.4,9.89
2022:121764.800,121764.8,-3.4,0.07,-0.65,1.95,0.43,10.19
,121765,,,,,,
,121765.2,-3.76,-0.46,0.36,2.12,0.15,9.77
